Content	Label
A particle moves along the X-axis according to the equation ( boldsymbol{x}= ) ( 10 sin ^{3}(pi t) . ) the amplitudes and frequencies of component SHMs are A . amplitude ( 30 / 4,10 / 4 ; ) frequencies3 ( / 2,1 / 2 ) в. amplitude30/4,10/4; frequencies1/2,3/2 c. amplitude10, ( 10 ; ) frequencies1/2,1/2 D. amplitude30/4,10; frequencies3/2,	Physics
If the velocity of a particle is ( boldsymbol{v}=boldsymbol{A} boldsymbol{t}+ ) ( B t^{2}, ) where ( A ) and ( B ) are constants, then the distance travelled by it between 1 s and ( 2 s ) is A ( cdot frac{3}{2} A+4 B ) B. ( 3 A+7 B ) c. ( frac{3}{2} A+frac{7}{3} B ) D. ( frac{A}{2}+frac{B}{3} )	Physics
Find the area of the parallelogram whose diagonals are ( vec{a}=hat{i}-2 hat{j}+3 hat{k} ) and ( vec{b}=3 hat{i}-2 hat{j}+hat{k} )	Maths
In the Arrhenius equation ( k=A e^{E / R T} ) rate will be constant at: A . infinite ( T ) or zero ( E_{a} ) B. infinite ( E_{a} ) or zero ( T ) C. infinite ( E_{a} ) and zero ( T ) D. none of these	Chemistry
The value of ( tan left[cos ^{-1} frac{4}{5}+tan ^{-1} frac{2}{3}right] ) is A ( cdot frac{6}{17} ) в. ( frac{7}{16} ) c. ( frac{17}{6} ) D. none of these	Maths
An alpha nucleus of energy ( frac{1}{2} m v^{2} ) bombards a heavy nuclear target of charge Ze. Then the distance of closest approach for the alpha nucleus will be proportional to A ( cdot v^{2} ) в. ( frac{1}{m} ) c. ( frac{1}{v^{4}} ) D. ( frac{1}{Z e} )	Physics
Exactly 6 on each of 3 successive throws A ( cdot frac{5^{3}}{16^{3}} ) в. ( frac{5}{16^{3}} ) c. ( frac{5^{2}}{16^{3}} ) D. ( frac{1}{16^{3}} )	Maths
One mole of ethanol is treated with one mole of ethanoic acid at ( 25 . ) One-forth of the acid changes into ester at equilibrium. The equilibrium constant for the reaction will be: A . ( 1 / 9 ) B. ( 4 / 9 ) c. 9 D. ( 9 / 4 )	Chemistry
Water is filled upto same height in two identical closed containers ( A ) and ( B ). Container ( A ) has vacuum over the water while container ( B ) has air over the water. At the same depth of both the containers there is an opening on which identical balloons ( A ) and ( B ) are attached as shown in the figure given below. Then A. Balloon - ( A ) will bulge more than balloon - ( B ) B. Balloon - ( B ) will bulge more than balloon - ( A ) c. Both the balloons will bulge equally D. None of the balloons will bulge	Physics
Find the point on the curve ( y=x^{2} ) where rate of change of ( x ) -co ordinate is equal to the rate of change of ( y-c o ) ordinate.	Maths
A object of mass ( 1 mathrm{kg} ) and radius ( 1 mathrm{m} ) is falling vertically downward inside liquid in a gravity free space. At t=0 velocity of the sphere is ( 2 m s^{-1} . ) If the of viscosity of the liquid is ( frac{1}{18 pi} ) Pas, the velocity of the ball will become ( 0.5 mathrm{ma}^{-1} ) after a time (in second) ( A cdot ln 4 ) B. ( 2 ln 4 ) ( c cdot 3 ln 4 ) D. ( 3 ln 2 )	Physics
The work done in the given figure is A ( .3 times 10^{5} J ) B ( cdot 2 times 10^{5} J ) ( mathbf{c} cdot 10^{5} J ) D. zero	Physics
By what least number 4320 be multiplied to become a perfect cube? A . 10 B. 30 c. 20 D. 50	Maths
Give the hybridization of carbon in currect showing A ( cdot C O_{3}^{2-} S P^{3} d ) B. Diamond ( S P^{3} ) C . Graphite ( S P^{3} ) D. Fullerene ( S P^{3} )	Chemistry
Calculate the force of gravitation between the earth and the sun, given that the mass of the earth ( =6 times 10^{24} k g ) and of the ( operatorname{Sun}=2 times 10^{30} k g . ) The average distance between the two is ( 1.5 times 10^{11} m )	Physics
Where should the object be placed to get the virtual image in case of convex lens? A. object should be placed between ( F ) and 2 F B. object should be placed between F and 0 c. object should be placed beyond 2F D. object should be placed at 0	Physics
Which is the condition, unrelated to quantities, that indicates that the rate going into solution is equal to the rate coming out of solution? A . Dilute B. concentrated c. Unsaturated D. Saturated E. Supersaturated	Chemistry
In ( N_{2} ) molecule, the atoms are bonded by: A . one ( sigma, ) two ( pi ) bonds в. one ( sigma ), one ( pi ) bonds c. ( t w o sigma, ) one ( pi ) bonds D. three ( sigma ), one ( pi ) bonds	Chemistry
Which type of polynomial is ( 3 x^{3} ? ) A. Cubic Polynomial B. Linear Polynomial c. square Polynomial D. None of These	Maths
Which of the following is least volatile? A ( . H C N ) в. ( H-F ) ( mathrm{c} cdot mathrm{H}_{2} mathrm{O} ) D. ( C S_{2} )	Chemistry
A plane mirror makes an angle of ( 30^{circ} ) with the horizontal. If a vertical ray strikes the mirror, find the angle between the mirror and the reflected ray ( ? )	Physics
The equivalent capacitance between point ( a ) and ( b ) in the combination of capacity figure is ( A cdot 15 mu F ) B. ( 10 mu F ) с. ( 11.2 mu F ) D. ( 7.4 mu F )	Physics
State whether the following statement is True or False. All even numbers are composite numbers. A. True B. False	Maths
If ( boldsymbol{f}(boldsymbol{x})=boldsymbol{x} sin boldsymbol{x}, ) find ( boldsymbol{f}^{prime}(boldsymbol{pi}), ) using first principle.	Maths
Find the Arithmetic mean between 24 and 36 A . 26 B. 28 ( c .30 ) D. 32	Maths
f a proton and anti-proton come close to each other and annihilate, how much energy will be released? A . ( 1.5 times 10^{-10} mathrm{J} ) B . ( 3 times 10^{-10} J ) c. ( 4.5 times 10^{-10} J ) D. ( 2 times 10^{-10} mathrm{J} )	Physics
Qualitative analysis of nitrogen is done by which test/ method? A. Duma's method B. Kjeldahl's method c. Lassaigne's test D. silver mirror test	Chemistry
toppr Q Type your question_ ( 4+3 cup+1 ) 木 b. ( left(boldsymbol{C H}_{3}right)_{2} boldsymbol{C}=boldsymbol{C H}_{2}+boldsymbol{H C l} rightarrow ) ( left(boldsymbol{C H}_{3}right)_{2}(boldsymbol{C l}) boldsymbol{C}-boldsymbol{C H}_{3} ) c. ( left(boldsymbol{C H}_{3}right)_{3} boldsymbol{C}-boldsymbol{C H}_{2} boldsymbol{O H}+boldsymbol{H} boldsymbol{B r} rightarrow ) ( left(boldsymbol{C H}_{3}right)_{2} boldsymbol{C}(boldsymbol{B r}) boldsymbol{C H}_{2} boldsymbol{C H}_{3} ) d. ( boldsymbol{C H}_{3} boldsymbol{C H}_{2} boldsymbol{B r}+boldsymbol{H O}^{ominus} rightarrow boldsymbol{C H}_{2}= ) ( boldsymbol{C H}_{2} ) A. a.Nucleophilic substitution and 1, 2-Methyl shift b. Nucleophilic substitution reaction c. Elimination reaction d. Addition reaction B. a.Addition reaction b. Nucleophilic substitution reaction c. Elimination reaction d. Nucleophilic substitution and 1, 2-Methyl shift c. a. Nucleophilic substitution reaction b. Addition reaction c. Nucleophilic substitution and 1, 2-Methyl shift d. Elimination reaction D. a.Addition reaction b. Nucleophilic substitution reaction c. Nucleophilic substitution and 1, 2-Methyl shift d. Elimination reaction	Chemistry
What is the shape of each face of a cube? A. Square B. Circular c. Hyperbolic D. Eliptical	Maths
ASSERTION: In the extraction of Ag, complex ( mathrm{Na}left[mathrm{Ag}(mathrm{CN})_{2}right] ) is reacted with Zn.  REASON: Zn is a d-block transition metal. A. If both assertion and reason are CORRECT, and reason is the CORRECT explanation of the assertion B. If both assertion and reason are CORRECT, but reason is NOT the CORRECT explanation of the assertion C. If assertion is CORRECT but reason is INCORRECT D. If assertion is INCORRECT but reason is CORRECT	Chemistry
Voltmeter is an instrument used to measure A . Electric current B. Electric charge c. Resistance D. Potential difference	Physics
For the equilibrium, ( boldsymbol{H}_{2} boldsymbol{O}(boldsymbol{s}) Leftrightarrow boldsymbol{H}_{2} boldsymbol{O}(boldsymbol{l}) ) which of the following is true? A. The pressure changes do not affect the equilibrium. B. The amount of ice that melts is more, if the pressure on the system is increased c. The amount of liquid that freezes is more, if the pressure on the system is increased. D. At low pressure, the nature of equilibrium changes to forward direction	Chemistry
If ( ^{n} boldsymbol{P}_{r}=mathbf{3 0 2 4 0} ) and ( ^{n} boldsymbol{C}_{r}=mathbf{2 5 2}, ) then the ordered pair ( (n, r) ) is equal to: A. (12,6) в. (10,5) c. (9,4) (年. ( 9,4,4) ) D. (16,7)	Maths
The stabilities of coordination compounds containing the ions ( boldsymbol{C u}^{2+}, boldsymbol{N i}^{2+}, boldsymbol{C o}^{2+}, boldsymbol{F} boldsymbol{e}^{2+} ) and ( boldsymbol{M} boldsymbol{n}^{2+} ) follow the order: A ( cdot M n^{2+}>F e^{2+}>C o^{2+}>N i^{2+}+C u^{2+} ) B . ( N i^{2+}>C u^{2+}>F e^{2+}>C o^{2+}+M n^{2+} ) c. ( C u^{2+}>N i^{2+}>C o^{2+}>F e^{2+}+M n^{2+} ) D. ( F e^{2+}>M n^{2+}>N i^{2+}>C o^{2+}+C u^{2} )	Chemistry
The typical operating current for a lightemitting diode is approximately: A .1 to ( 5 m A ) B. 5 to ( 20 m A ) c. 20 to ( 500 m A ) D. 500 to ( 2000 m A )	Physics
The ratio of slopes of adiabatic and isothermal curves is : A ( cdot x ) B. ( frac{1}{gamma} ) ( c cdot gamma^{2} ) D. ( gamma^{3} )	Physics
Four cells each of emf ( 1.9 mathrm{V} ) and the internal resistance ( 1 Omega ) are connected to an external resistance of 18 Omega as shown in the figure. Find the terminal potential difference of this combination	Physics
The total number of lone-pairs of electrons in Melamine is:	Chemistry
In the structureof ( boldsymbol{H}_{2} boldsymbol{C} boldsymbol{S} boldsymbol{F}_{4}, ) to decide the plane in which ( C=S ) is present the following bond angle values are given: Axial ( boldsymbol{F}-boldsymbol{S}-boldsymbol{F} text { angle (idealised }=180) ) ( Rightarrow 170 )  Equatorial ( boldsymbol{F}-boldsymbol{S}-boldsymbol{F} ) angle (idealised ( = ) 120)( Rightarrow 97 ) After deciding the plane of double bond, which of the following statement is/are correct? A. Two ( C-H ) bonds are in the same plane of axial ( S-F ) bonds B. Two ( C-H ) bonds are in the same plane of equatorial ( S-F ) bonds C. Total five atoms are in the same plane D. Equatorial ( S-F ) bonds are perpendicular to plane of ( pi ) - bond	Chemistry
The incorrect statement(s) among the following is (are): ¡) Primary valency of a transition metal ion in complex represent its oxidation number. ii) ( Z n^{2+} ) is colourless. iii) ( M n C l_{2} ) exhibits green color in aqueous solution. iv) ( F e, C o, N i ) complexes are diamagnetic in nature. A. i and ii B. ii only c. iii and iv D. iv only	Chemistry
Calculate the position of the centre of mass of a system consisting of two particles of masses ( m_{1} ) and ( m_{2} ) separated by a distance L apart.	Physics
ABCD is a quadrilateral. If ( A C ) and ( B D ) bisect each other then ABCD must be a A. triangle B. cylinder c. parallelogram D. pyramid	Maths
Isobars have same number of atomic mass. A . True B. False	Chemistry
Annual rings and growth rings are formed due to the fluctuations in the activity of A. Xylem B. Phloem c. xylem and phloem D. Cambium	Biology
If Hunds rule is not obeyed by some elements given below then which atom has maximum magnetic moment This question has multiple correct options A . ( F e ) в. ( C u ) ( c cdot C r ) D. ( M n )	Chemistry
One mole of an ideal monoatomic gas is heated at a constant pressure from ( 0^{circ} mathrm{C} ) to ( 100^{circ} mathrm{C} . ) Then the change in the internal energy of the gas is (Given ( boldsymbol{R}=mathbf{8 . 3 2} boldsymbol{J} boldsymbol{m o l}^{-1} boldsymbol{K}^{-1} mathbf{)} ) A ( .0 .83 times 10^{3} J ) в. ( 4.6 times 10^{3} J ) c ( .2 .08 times 10^{3} J ) D. ( 1.25 times 10^{3} J )	Physics
The internal resistance of a ( 2.1 mathrm{V} ) cell which gives a current of ( 0.2 mathrm{A} ) through a resistance of ( 10 Omega ) is ( mathbf{A} cdot 0.2 Omega ) B. ( 0.5 Omega ) c. ( 0.8 Omega ) D. ( 1.0 Omega )	Physics
The molecular weight of chlorophyll ( alpha ) is A . 907 B. 893 c. 91 D. 712	Biology
If one angle of a triangle equals the sum of the other two angles, the triangle must be A. scalene B. right angled c. obtuse angled D. acute angled	Maths
Which of the following equations is a balanced one? ( mathbf{A} cdot 5 B i O_{3}^{-}+22 H^{+}+M n^{2+} rightarrow 5 B i^{3+}+7 H_{2} O+M n O_{4}^{-} ) B. ( 5 B i O_{3}^{-}+14 H^{+}+2 M n^{2+} rightarrow 5 B i^{3+}+7 H_{2} O+2 M n O_{4}^{-} ) ( mathbf{c} cdot 2 B i O_{3}+4 H^{+}+M n^{2+} rightarrow 2 B i^{3+}+2 H_{2} O+M n O_{4}^{-} ) D. ( 6 B i O_{3}^{-}+12 H^{+}+3 M n^{2+} rightarrow 6 B i^{3+}+6 H_{2} O+3 M n O_{4}^{-} )	Chemistry
Water plays an important role in : A. hydrological cycle B. water cycle c. both A and B D. none of above	Chemistry
The radius of first Bohr orbit in hydrogen atom is ( r_{0} ) then the radius of first orbit in helium atom will be A ( .2 r_{0} ) B. ( 4 r_{0} ) c. ( frac{r_{0}}{2} ) D. ( r )	Physics
( Omega ) 2 2 2	Physics
( frac{k}{k} )	Physics
The IUPAC name of the following compound is 2,4,6 - tribromophenol. A. True B. False	Chemistry
A buffer solution is formed by mixing ( 100 mathrm{mL} 0.01 mathrm{M} C mathrm{H}_{3} mathrm{COOH} ) with ( 200 mathrm{mL} ) ( 0.02 mathrm{M} C H_{3} C O O N a . ) If this buffer solution is made to 1 lit by adding 700 mL of water, ( boldsymbol{p} boldsymbol{H} ) will change by a factor of:	Chemistry
The temporary hardness of water is due to: A ( cdot C aleft(H C O_{3}right)_{2} ) B. ( N a C l ) ( mathbf{c} cdot N a_{2} S O_{4} ) D. ( C a C l_{2} )	Chemistry
Assertion A load when lifted vertically up requires greater effort than to roll the same load up the ramp. Reason The work done in lifting the load vertically up is less. A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion c. Assertion is correct but Reason is incorrect D. Both Assertion and Reason are incorrect	Physics
Which of the following is a polysaccharide? A. Cellulose B. Sucrose c. Galactose D. Maltose	Chemistry
A cylindrical bar magnet is lying along the axis of a circular coil. If the magnet is rotated about the axis of the coil then A. emf will be induced in the coil B. only induced current will be generate in the coil c. no current will be induced in the coil D. both emf and current will be induced in the coil	Physics
The number of relations from ( boldsymbol{A}= ) {2,6} to ( B={1,3,5,6,7} ) that are not functions from ( A ) to ( B ) is	Maths
A wire ( 50 mathrm{cm} ) long and ( 1 mathrm{mm}^{2} ) in cross section carries a current of 4 A when connected to a 2 V battery. The resistivity of the wire is A. ( 2 times 10^{-7} Omega m ) В. ( 5 times 10^{-7} Omega m ) c. ( 4 times 10^{-6} Omega m ) D. ( 1 times 10^{-6} Omega m )	Physics
Which of the following compound cannot be oxidised by ( boldsymbol{O}_{3} ? ) A. ( K I ) в. ( K M n O_{4} ) c. ( K_{2} ) Мп ( O_{4} ) D. ( F e S O_{4} )	Chemistry
Method used to separate Petrol from crude oil is: A. Distillation B. chromatography c. substallisation D. fractional distillation	Chemistry
On vigorous oxidation by permanganate solution ( left(boldsymbol{C H}_{3}right)_{2} boldsymbol{C}=boldsymbol{C H}-boldsymbol{C H}_{2} boldsymbol{C H O} ) gives: A ( cdotleft(C H_{3}right)_{2} C O ) and ( O H C-C H_{2}-C H O ) в. ( left(C H_{3}right)_{3} C O H ) and ( H C H O O ) c. ( left(C H_{3}right)_{2} C O ) and ( O H C-C H_{2}-C O O H ) D. ( left(C H_{3}right)_{2} C O ) and ( C H_{2}(C O O H)_{2} )	Chemistry
The number of roots of the equation ( x+2 tan x=frac{pi}{2} ) in the interval ( [0,2 pi] ) is ( mathbf{A} cdot mathbf{1} ) B . 2 ( c cdot 3 ) D. Infinite	Maths
Derive an expression for electric field due to an electric dipole at a point on its axial line.	Physics
represents the graph of the function ( f(x)=lim _{n rightarrow infty} frac{2}{pi} tan ^{-1}(n x) ? ) ( A ) B. ( c ) ( D )	Maths
An ( L-C-R ) series circuit with ( L= ) ( 0.120 H, R=240 Omega, ) and ( C=7.30 mu F ) carries an rms current of ( 0.450 A ) with a frequency of ( 400 H z . ) What is the average rate at which electrical energy is dissipated (converted to other forms) in the inductor?	Physics
In iodine charge transfer test the color of ether compound formed is: A. blue B. pale yello c. brown D. dark red	Chemistry
If the air density were uniform, then the height of the atmosphere above the sea level to produce a normal atmospheric pressure of ( 1.0 times 10^{5} ) Pa is (density of air is ( 1.3 mathrm{kg} / mathrm{m}^{3}, mathrm{g}=10 mathrm{m} / mathrm{s}^{2} ) ): A. ( 0.77 mathrm{km} ) B. 7.7 km c. ( 77 mathrm{km} ) D. 0.077 km	Physics
Write the negation of the following statement and check whether the resulting statement is true. The sum of 2 and 5 is 9	Maths
The decreasing order of acidic character of the following is: (I) EtOH (II) Me- ( mathrm{COOH} ) (III) ( M e O O C- ) ( boldsymbol{C H}_{2}-boldsymbol{C O O M e}(mathrm{IV}) mathrm{MeCOMe} ) B. ( |>|>>1>1 v ) c. ।>IV> |||> ||	Chemistry
Which of the following is used as a food preservative? A. Aldehydes B. Ketones c. carboxylic acid D. Alcohol	Chemistry
Anaerobic process that takes place after glycolysis is called as A . TCA B. Calvin cycle c. Krebs cycle D. Fermentation	Biology
In a parallelogram ( A B C D, angle D A B= ) ( 40^{circ} ) find the other angles of the parallelogram	Maths
( boldsymbol{A}=left[begin{array}{lll}mathbf{1} & mathbf{2} & mathbf{3}  mathbf{4} & mathbf{5} & mathbf{6}  mathbf{7} & mathbf{1} & mathbf{0}end{array}right], boldsymbol{B}=left[begin{array}{lll}mathbf{1} & mathbf{0} & mathbf{0}  mathbf{0} & mathbf{3} & mathbf{0}  mathbf{0} & mathbf{4} & mathbf{5}end{array}right] ) ( operatorname{Tr}(A B)=lambda operatorname{Tr}(mathrm{A}) . operatorname{Tr}(mathrm{B}), ) then ( lambda= ) ( A ) B. 0 ( c cdot frac{6}{5} ) ( frac{20}{27} )	Maths
